G1_amplitude,G1_sigma,G2_amplitude,G2_sigma,G3_amplitude,G3_sigma,Bayesian Information Criterion,Total dip depth,Intercept,Total dip area (AOC combined model),sample,region-set,is control,Dip area: z-score vs controls in same region set,Dip area: Prediction interval of controls,Dip area: interpretation vs controls in same region set,Dip depth: z-score vs controls in same region set,Dip depth: Prediction interval of controls,Dip depth: interpretation vs controls in same region set
2.6857765804331746,149.0000000012127,-37.684731341368696,757.0076164065358,-134.59198484629385,6078.999991491923,-792.4903084438457,0.02150151929975604,0.004064407242508675,-169.3690554954959,EE87935,colon_cluster507_hg38,yes,-0.05,"(-279.42769283319825, -53.51423151749513)",N/A,-0.35,"(-0.006982336949636816, 0.06210661406391749)",N/A
16.07465077992908,149.9999999999907,-62.372252668482524,757.99999998816,107.6922773192194,6078.977689110574,-677.8209518290727,-0.016992775376645442,-0.0026852349529618838,63.219327921776994,EE87935,A549_hg38,yes,0.68,"(-188.15250515934125, 185.09643009673957)",N/A,0.59,"(-0.09836986766001402, 0.026657441432564953)",N/A
-4.924241548922795,149.99999999999622,-6.107416989529035,757.9585651873675,-17.06431736554579,6078.000049751457,-619.6327973895072,0.017431205517811566,-0.000675421845082711,-28.904807024264635,EE87935,hematopoietic_cluster25_hg38,yes,-0.03,"(-277.58746920257244, 227.84397588049944)",N/A,-0.38,"(-0.04246326312399985, 0.10641807158693659)",N/A
24.582894235829233,149.00000000006114,-13.475974273122759,757.9999999834163,116.80678799046908,6078.997831041153,-830.0513929174631,-0.06639291393355716,-0.0031987727138086445,131.52785726935195,EE87935,mammary_cluster2239_hg38,yes,1.77,"(-36.31637212808231, 140.5776169654224)",N/A,-1.73,"(-0.0702805656810174, -0.007338690936612546)",N/A
22.515607912657885,149.00769897795598,-5.434899847896353,757.0000000210666,31.92228679110725,6078.000001555804,-815.7533358673247,-0.05951271004453103,-0.0009187152243469608,52.458947382907894,EE87935,panc_epithel_cluster1974_hg38,yes,1.65,"(-119.85139462047184, 68.16070528891939)",N/A,-1.13,"(-0.0690717523368933, -0.024518722811185795)",N/A
20.32775792674776,149.9999721592066,3.3683298832538977,757.9999884407957,20.259044213749746,6078.000034147349,-817.144372780184,-0.057166554339161985,-0.0008391909734286747,47.14701582255176,EE87935,HPF_lung_fibroblast_cluster1737_hg38,yes,0.64,"(-41.68753281428971, 92.2707024495287)",N/A,-1.18,"(-0.0681464449108905, -0.013428875779057228)",N/A
-3.2286240660695134,149.99999999999994,18.65870234078411,757.9999999982577,20.03823801609746,6078.999999878195,-723.6871098389432,-0.002548382311685366,-0.0010221234101882573,35.11254575295031,EE87935,SAEC_atyp_cluster2298_hg38,yes,0.38,"(-95.57768572303686, 123.89979533340673)",N/A,1.46,"(-0.07030315747251573, 0.007493317489508766)",N/A
21.081263516294275,149.99999996967728,-26.93844021125149,757.9999997182956,4.7312226166439855,6078.001745092336,-659.4478931614636,-0.04220064904654392,-0.0009642232565741761,1.9219055949885488,EE87935,mammary_hepato_cluster959_hg38,yes,-0.22,"(-150.7774118941186, 192.89036683012554)",N/A,0.22,"(-0.10876152797883532, 0.011073231419779707)",N/A
13.185086311168762,149.00000000020358,3.6980432157002663,757.0000000033405,-33.57191861265714,6078.000559017389,-808.8426558652844,-0.03504793013229019,-0.0011465751383286235,-14.543559050593464,EE87935,mammary_cluster2290_hg38,yes,-0.29,"(-101.2362078880249, 102.31923863314563)",N/A,-0.08,"(-0.06859309473577416, 0.0014068795835095876)",N/A
22.534906713071926,149.999999993911,-2.9439361028730318,757.9999999999018,6.861926285332477,6078.971441216462,-763.0916027466687,-0.058835088036201424,-0.00016007930759453137,29.947461540194823,EE87935,melano_SOX_clusters1863_2205_hg38,yes,0.1,"(-85.5318715769442, 134.13686338134607)",N/A,-1.41,"(-0.06955800341180529, 0.005610932895501228)",N/A
26.422417705105076,149.99999999878858,-3.0432475116592634,757.9931008135233,4.185006414331681,6078.999971128765,-852.6337847697258,-0.06894641032970618,-0.000445283680210054,31.668974903988236,EE87935,HeLa_cluster1777_hg38,yes,-0.17,"(-40.95711596868863, 117.79955321037292)",N/A,-2.14,"(-0.06727822222380417, -0.0281546974839894)",N/A
12.05275522143423,149.0000000000176,40.68625398594092,757.9999999900423,52.53751206009049,6078.019758147833,-657.3124082607292,-0.057132776084896676,-0.004115399354827474,107.4892179174118,EE87935,panc_adenoca_cluster1261_hg38,yes,0.5,"(-137.13650583843872, 253.4697850400231)",N/A,-0.63,"(-0.08910991045940131, 0.004905305936379049)",N/A
21.455188216642767,149.9999999998335,23.470576497951573,757.0000242363618,3.1757833809052785,6078.002244058508,-710.0023946825121,-0.06964009243222644,-0.000620475780219035,51.674582550253156,EE87935,mammary_epithel_cluster2438_hg38,yes,-0.58,"(-43.080915096007075, 225.2025144230143)",N/A,-0.92,"(-0.09557302612878991, 0.0017027795772673118)",N/A
1.0230935827301753,149.99999999977248,-184.8076216918789,757.9999999344675,-486.50931325197024,6078.023719842063,-760.0759883002597,0.12647783453100792,0.014129678697373057,-671.3021241676357,EE87935,hematopoietic_specific_liquorice_hg38,yes,0.97,"(-1041.5621745789372, -545.0903804860477)",N/A,-0.44,"(0.07949172682886088, 0.2006282513740272)",N/A
9.453800285417325,149.99999999999972,8.445252121395693,757.0023177987559,62.703728992375815,6078.999999077869,-738.9080079232057,-0.03370915721429775,-0.002269897324116199,82.09235134061261,EE87935,skeletal_muscle_cluster1518_hg38,yes,0.91,"(-49.5991321033067, 130.993931056771)",N/A,-0.58,"(-0.05778607509695369, 0.010424306060680174)",N/A
3.484817127052433,149.0000000000278,39.38469001388001,757.999999840054,-3.5748498504930524,6078.572549848779,-669.2074593427641,-0.029824376434155864,-0.0041907172427671285,40.20927249378686,EE87935,SAEC_hg38,yes,-0.33,"(-102.16525382507224, 240.57251476816094)",N/A,0.18,"(-0.08927161280904837, 0.019656616163632762)",N/A
0.8634259520252694,149.0009372869353,-1.6674819674482542,757.000000051718,3.4464692436644437,6078.000193877388,-705.531528522553,-0.001659224288114101,-0.00023538291443770795,2.7590273126621203,EE87833,prostate_cluster2483_hg38,no,-0.64,"(-93.47341180563569, 191.0627818980635)",n.s.,1.9,"(-0.07728239111701385, -0.0002524482321777377)",n.s.
24.53895357994033,149.00000000000782,-5.690700359993429,757.9999999926698,-18.35856551649451,6078.999999286654,-795.8417332978132,-0.061502319620250184,0.00017315104698636082,4.3169532183571775,EE87833,NSCLC_cluster2150_hg38,no,-0.27,"(-49.495728255444675, 75.44639125994534)",n.s.,-1.03,"(-0.07457751274911223, -0.019682802660455564)",n.s.
24.02975057623893,149.9999999999287,-133.8139362633157,757.4379862245065,310.0698671823127,6078.0593395594515,-588.2431765004976,-0.013782032122913629,-0.004966020647198303,202.4729662849356,EE87833,A549_pre_cluster2078_hg38,no,1.95,"(-318.2851230785445, 205.32176709554957)",n.s.,0.27,"(-0.10824742002019146, 0.05764113139016777)",n.s.
25.590379536034874,149.0000000000132,27.853251124158483,757.0000000024053,-108.77148269065687,6078.063094911781,-821.0608901580267,-0.0760567621994734,0.002014619539806814,-50.92639706832411,EE87833,SAEC_approx_hg38,no,-0.71,"(-104.07818752838234, 62.04259988512895)",n.s.,-2.5,"(-0.06776865448309806, -0.00651728756734864)",Significantly weaker coverage drop
60.94647007423546,149.99999999917083,15.666076580518274,757.0000006176526,-716.1834541826203,6078.98541140557,-628.5803169133359,-0.12334967132732401,0.016714306067498533,-629.0951821954308,EE87833,hematopoietic_all_hg38,no,2.82,"(-1490.6359028018726, -782.2876988968612)",Significantly weaker coverage drop,-7.55,"(0.09763350430916581, 0.25351570144580327)",Significantly weaker coverage drop
9.718112008585457,149.00005836511914,-13.499779364234366,757.9999999978872,-138.13089329940328,6078.9999210995165,-623.148788591152,-0.009849818721193957,4.196616842154232e-05,-140.3566547015169,EE87833,A549_post_hg38,no,-0.35,"(-303.50008949567933, 92.4995323675049)",n.s.,0.32,"(-0.08242983880136086, 0.042366913050591246)",n.s.
8.575325942943598,149.00000000001722,-67.31611591440885,757.9999999979967,122.44849154229671,6078.944391550944,-569.9112775394202,0.0044330332394924895,-0.003087640257197259,64.30171976495497,EE87833,hematopoietic_cluster281_hg38,no,1.1,"(-392.3946598480825, 193.03816512788575)",n.s.,-0.03,"(-0.07639333826015618, 0.08791194097540789)",n.s.
5.900696849196904,149.00000000001626,-37.1895511775022,757.9999999996982,46.03001645811634,6078.050243114927,-655.1968744124185,0.0007530375688452706,-0.0010177843750600987,15.27612302791878,EE87833,mammary_cluster2139_hg38,no,0.55,"(-242.12189907500976, 159.5756734919952)",n.s.,0.36,"(-0.0581626254005547, 0.041290626763388676)",n.s.
1.0512476355199831,149.0000000000273,-31.26327850151928,757.0000601917578,56.004400631372846,6078.858362906131,-558.2501369306987,0.00998575645205193,-0.005342368926004844,25.60733497296098,EE87833,hematopoietic_cluster124_hg38,no,0.53,"(-350.96554163586967, 242.55186875761547)",n.s.,0.21,"(-0.08610250455824389, 0.08730309802897213)",n.s.
10.513128509716902,149.99999999999966,-1.7680882407698244,757.0000000001975,53.09029708244691,6078.049944656721,-883.8845299610358,-0.030513752133516595,-0.0018273116543018981,63.40780723631425,EE87833,hepatocyte_all_hg38,no,0.97,"(-59.99696441532231, 105.35520448310389)",n.s.,-0.09,"(-0.05401521471541512, -0.004759194653321447)",n.s.
16.0679806188943,149.99999999975537,-45.329037137246075,757.9999999906471,-131.93583689370442,6078.9999928199595,-714.5096613827251,-0.010219101451404004,0.004269016696352997,-158.9533745200581,EE87833,colon_cluster507_hg38,no,0.13,"(-279.42769283319825, -53.51423151749513)",n.s.,-2.16,"(-0.006982336949636816, 0.06210661406391749)",Significantly weaker coverage drop
28.773785200382513,149.9999999999497,-57.212633583765296,757.9999999943379,-49.09335203648399,6078.035857974032,-636.3271757110193,-0.043193344164136366,0.0011221972574748985,-73.49954840908845,EE87833,A549_hg38,no,-0.76,"(-188.15250515934125, 185.09643009673957)",n.s.,-0.23,"(-0.09836986766001402, 0.026657441432564953)",n.s.
9.391509658201622,149.99999999999986,-113.99426931932501,757.9999999875513,438.26944114367836,6078.9999019741135,-592.4704992786458,0.006256414635492667,-0.008977043041427312,333.60554815086977,EE87833,hematopoietic_cluster25_hg38,no,2.79,"(-277.58746920257244, 227.84397588049944)",Significantly weaker coverage drop,-0.68,"(-0.04246326312399985, 0.10641807158693659)",n.s.
20.09407358147667,149.9999999999971,-2.681215904083748,757.9999999975868,51.364834380790214,6078.999605633908,-809.9996748265132,-0.05540224230688447,-0.0014249733866269338,71.843104461753,EE87833,mammary_cluster2239_hg38,no,0.44,"(-36.31637212808231, 140.5776169654224)",n.s.,-1.04,"(-0.0702805656810174, -0.007338690936612546)",n.s.
17.7156809509576,149.9999999999069,-20.57262916714705,757.9999999467602,-15.31101089051682,6078.001530744302,-787.5035410801064,-0.0352843645801339,0.0006855784664175449,-15.566543573470133,EE87833,panc_epithel_cluster1974_hg38,no,0.22,"(-119.85139462047184, 68.16070528891939)",n.s.,1.02,"(-0.0690717523368933, -0.024518722811185795)",n.s.
21.461020519329445,149.99999999999278,-7.698925469422512,757.999999999021,34.35625573108139,6078.9727459717615,-799.6584787692759,-0.055280728865022624,-0.0009870526683782653,51.37028317039186,EE87833,HPF_lung_fibroblast_cluster1737_hg38,no,0.77,"(-41.68753281428971, 92.2707024495287)",n.s.,-1.05,"(-0.0681464449108905, -0.013428875779057228)",n.s.
25.59311171939241,149.00000000020873,-18.238390639609857,757.0000000224672,-30.719197451928405,6078.052899714291,-733.3679575907056,-0.056896650554930636,0.0009944017281374698,-19.47406800663897,EE87833,SAEC_atyp_cluster2298_hg38,no,-0.6,"(-95.57768572303686, 123.89979533340673)",n.s.,-1.29,"(-0.07030315747251573, 0.007493317489508766)",n.s.
9.560287859017855,149.0000000000719,19.657270889469174,757.9999999920668,-19.405990258810093,6078.130285032653,-643.9807712835652,-0.034669412062278984,-0.0010512726105345732,11.517459345425054,EE87833,mammary_hepato_cluster959_hg38,no,-0.11,"(-150.7774118941186, 192.89036683012554)",n.s.,0.47,"(-0.10876152797883532, 0.011073231419779707)",n.s.
20.63366697778411,149.00000000034132,3.6731288534876687,757.9998112049118,-79.12825925953352,6078.0475788687045,-760.2684040714123,-0.05198541597502351,0.0010965926049526136,-51.45490853606653,EE87833,mammary_cluster2290_hg38,no,-1.01,"(-101.2362078880249, 102.31923863314563)",n.s.,-1.03,"(-0.06859309473577416, 0.0014068795835095876)",n.s.
16.671427465106824,149.00000000022737,24.6352905132942,757.0000000000266,-141.88349684117662,6078.021763047935,-722.022329355028,-0.048307282639945874,0.0027478635827627787,-97.57068391444132,EE87833,melano_SOX_clusters1863_2205_hg38,no,-2.19,"(-85.5318715769442, 134.13686338134607)",Significantly stronger coverage drop,-0.86,"(-0.06955800341180529, 0.005610932895501228)",n.s.
22.2962333400314,149.99974334084214,9.029881900648594,757.0004226458086,46.160917342505805,6078.990323421242,-840.4274390635773,-0.06708766520191689,-0.0016579443384716168,81.01112708601731,EE87833,HeLa_cluster1777_hg38,no,1.06,"(-40.95711596868863, 117.79955321037292)",n.s.,-1.96,"(-0.06727822222380417, -0.0281546974839894)",n.s.
18.40904493436808,149.00000023470733,-12.877163142178278,757.9999999960814,43.76457615539209,6078.996919062323,-637.3225418857259,-0.045384315909816536,-0.002527854393579641,52.0252596433128,EE87833,panc_adenoca_cluster1261_hg38,no,-0.06,"(-137.13650583843872, 253.4697850400231)",n.s.,-0.14,"(-0.08910991045940131, 0.004905305936379049)",n.s.
15.845383682802405,149.99999999957168,23.55015181155487,757.0000000000203,12.75303391250751,6078.000023966202,-697.2457732372608,-0.05539073024455229,-0.0012047976518804108,54.83342484301123,EE87833,mammary_epithel_cluster2438_hg38,no,-0.53,"(-43.080915096007075, 225.2025144230143)",n.s.,-0.34,"(-0.09557302612878991, 0.0017027795772673118)",n.s.
56.37965826398067,149.99999998005737,2.892605755514956,757.0045979087186,-453.44111661743597,6078.042433026637,-694.5586782842947,-0.12171025761601162,0.008589805377267544,-384.8170332676442,EE87833,hematopoietic_specific_liquorice_hg38,no,3.24,"(-1041.5621745789372, -545.0903804860477)",Significantly weaker coverage drop,-8.51,"(0.07949172682886088, 0.2006282513740272)",Significantly weaker coverage drop
14.921971143529088,149.00000000003712,-16.081709073815812,757.000000000968,10.871739139700088,6078.008377227098,-750.4064443914023,-0.032191514639563074,-0.0004211143154689908,11.898410533752418,EE87833,skeletal_muscle_cluster1518_hg38,no,-0.63,"(-49.5991321033067, 130.993931056771)",n.s.,-0.49,"(-0.05778607509695369, 0.010424306060680174)",n.s.
3.0722968558753783,149.0000000000049,17.409733819302538,757.0000000225647,60.8491950765426,6078.999993397066,-661.9089537444656,-0.02139428098589334,-0.005066961071476912,81.90854873651061,EE87833,SAEC_hg38,no,0.15,"(-102.16525382507224, 240.57251476816094)",n.s.,0.48,"(-0.08927161280904837, 0.019656616163632762)",n.s.
14.425510443819947,149.00000000001424,9.8663417380801,757.9999999930827,-11.728823252709994,6078.999999749475,-836.4805090598807,-0.0430468269253492,-0.00045488786670664434,14.93559448689944,EE87997,NSCLC_cluster2150_hg38,yes,0.06,"(-49.495728255444675, 75.44639125994534)",N/A,0.29,"(-0.07457751274911223, -0.019682802660455564)",N/A
23.351616959713105,149.0000000001689,3.6592800122988143,757.9999999985042,-199.2396892575496,6078.897676452852,-618.4006843398712,-0.051373467392189516,0.0031211764530128605,-168.3028827773189,EE87997,A549_pre_cluster2078_hg38,yes,-0.84,"(-318.2851230785445, 205.32176709554957)",N/A,-0.62,"(-0.10824742002019146, 0.05764113139016777)",N/A
24.031976861675833,149.00000000002316,-19.83905697452136,757.0000016656717,-74.16598553945087,6078.054916232381,-815.0028195462562,-0.04902151355847919,0.0018494959686096515,-66.29538816958762,EE87997,SAEC_approx_hg38,yes,-1.07,"(-104.07818752838234, 62.04259988512895)",N/A,-0.76,"(-0.06776865448309806, -0.00651728756734864)",N/A
-12.081639018104491,149.00000000066748,-226.4139045272438,757.9999999903598,-1098.6500715167238,6078.003381714538,-686.0784986518715,0.22362403141525825,0.032376813158020684,-1339.9307947685973,EE87997,hematopoietic_all_hg38,yes,-1.13,"(-1490.6359028018726, -782.2876988968612)",N/A,1.21,"(0.09763350430916581, 0.25351570144580327)",N/A
30.08581045169295,149.99999999933559,-16.609862300073626,757.9999999996727,155.31289667368998,6078.981444745074,-672.7715140639841,-0.08146740349921543,-0.006863680454189385,173.17709005796348,EE87997,A549_post_hg38,yes,2.77,"(-303.50008949567933, 92.4995323675049)",N/A,-1.94,"(-0.08242983880136086, 0.042366913050591246)",N/A
3.9855860346139393,149.99805424862058,-0.2830962548898931,757.9923391450999,-248.05409782273384,6078.999999239081,-584.6286880893061,0.005827607960593855,0.006460956990703382,-243.4578572986488,EE87997,hematopoietic_cluster281_hg38,yes,-0.97,"(-392.3946598480825, 193.03816512788575)",N/A,0.0,"(-0.07639333826015618, 0.08791194097540789)",N/A
11.737667973768971,149.0000000000715,-10.01099162860112,757.0000000011539,-175.72199141986127,6078.049424658158,-674.6083353078812,-0.014617571821090018,0.002339584071609801,-172.0489894437883,EE87997,mammary_cluster2139_hg38,yes,-1.28,"(-242.12189907500976, 159.5756734919952)",N/A,-0.24,"(-0.0581626254005547, 0.041290626763388676)",N/A
20.661731754102465,149.00000000013222,-86.12682823969598,757.9999999997974,-25.881269021471486,6078.081666733322,-575.4455507750818,-0.008292983340174035,-0.0012392156725231276,-88.8612511376286,EE87997,hematopoietic_cluster124_hg38,yes,-0.23,"(-350.96554163586967, 242.55186875761547)",N/A,-0.2,"(-0.08610250455824389, 0.08730309802897213)",N/A
15.325669697377142,149.0000000000409,-28.76778857875854,757.000000000016,158.2546559246544,6078.9425967701745,-703.0029735808064,-0.036258961948450436,-0.003385579805132685,146.78343514985198,EE87997,A549_hg38,yes,1.56,"(-188.15250515934125, 185.09643009673957)",N/A,-0.01,"(-0.09836986766001402, 0.026657441432564953)",N/A
-2.7246312372467747,149.04113370050746,-79.7042582523627,757.9999999999887,28.621513272807388,6078.004169596676,-578.7724334812909,0.0473635364708476,-0.0019191509312942968,-55.00218344506761,EE87997,hematopoietic_cluster25_hg38,yes,-0.23,"(-277.58746920257244, 227.84397588049944)",N/A,0.41,"(-0.04246326312399985, 0.10641807158693659)",N/A
22.81161083215368,149.00000000006662,-7.214464542073925,757.9999999999022,58.32834301026556,6078.999999621799,-812.9928555021977,-0.061108127083198,-0.001751153990824918,77.38287984845208,EE87997,mammary_cluster2239_hg38,yes,0.56,"(-36.31637212808231, 140.5776169654224)",N/A,-1.4,"(-0.0702805656810174, -0.007338690936612546)",N/A
1.9643649132574983,149.00000000009356,33.80489787301569,757.9999999979633,-16.009471373360928,6078.109252792519,-773.9428927810742,-0.02200054757191007,-0.0005313878089670684,20.397518325672053,EE87997,SAEC_atyp_cluster2298_hg38,yes,0.11,"(-95.57768572303686, 123.89979533340673)",N/A,0.48,"(-0.07030315747251573, 0.007493317489508766)",N/A
37.136880188705504,149.00000000034996,10.2737196121933,757.9999999937602,-79.56207984541595,6078.087128591788,-713.3368095023957,-0.0996177033931674,0.0005063693994522089,-26.128802652477546,EE87997,mammary_hepato_cluster959_hg38,yes,-0.54,"(-150.7774118941186, 192.89036683012554)",N/A,-1.67,"(-0.10876152797883532, 0.011073231419779707)",N/A
18.10751590200733,149.99999999997058,-14.669154351015253,757.9999999685399,-43.57681139120288,6078.971288431883,-792.9260996500699,-0.03757871891012651,-0.0005253037476027906,-37.390042279354546,EE87997,mammary_cluster2290_hg38,yes,-0.73,"(-101.2362078880249, 102.31923863314563)",N/A,-0.22,"(-0.06859309473577416, 0.0014068795835095876)",N/A
16.918742087501734,149.0000000160031,-17.01277571524074,757.9999999986653,79.54698884624685,6078.000003198637,-705.4153426497809,-0.04156659649708912,-0.0019991541712258984,81.87018055468207,EE87997,mammary_epithel_cluster2438_hg38,yes,-0.13,"(-43.080915096007075, 225.2025144230143)",N/A,0.22,"(-0.09557302612878991, 0.0017027795772673118)",N/A
-10.706168989894095,149.00000000068448,-186.3552157838404,757.9999999944536,-648.4467408577193,6078.009792923643,-761.9832031807088,0.16930793593270238,0.017664763063217258,-848.1973534159088,EE87997,hematopoietic_specific_liquorice_hg38,yes,-0.44,"(-1041.5621745789372, -545.0903804860477)",N/A,0.95,"(0.07949172682886088, 0.2006282513740272)",N/A
20.237647084770593,149.00000008936613,23.949535636521908,757.9999999984514,107.61545213958885,6078.017326380966,-685.0953929784674,-0.07385399854004303,-0.006161214872601355,155.08823347962175,EE87997,SAEC_hg38,yes,0.99,"(-102.16525382507224, 240.57251476816094)",N/A,-1.41,"(-0.08927161280904837, 0.019656616163632762)",N/A
0.7181478865795459,149.99999999577818,5.53491579268451,757.9999999999964,-15.142427879257916,6078.00031722557,-700.8320272205507,-0.003829168679763932,-0.00020528593873854332,-8.709365985575364,EE88168,prostate_cluster2483_hg38,yes,-0.8,"(-93.47341180563569, 191.0627818980635)",N/A,1.79,"(-0.07728239111701385, -0.0002524482321777377)",N/A
13.842075149027236,149.00000006265324,-8.360132301303397,757.9999999972197,-4.717306118731682,6078.00091736995,-832.7657398701402,-0.03235202913361887,-0.00013570201599341072,2.8699293945561912,EE88168,NSCLC_cluster2150_hg38,yes,-0.32,"(-49.495728255444675, 75.44639125994534)",N/A,1.06,"(-0.07457751274911223, -0.019682802660455564)",N/A
31.722804083749853,149.0000000001106,-76.69321612020819,757.9999999965903,301.6592067883298,6078.01316373351,-590.8311809196987,-0.06437235600127103,-0.006889938617707207,260.64182806415243,EE88168,A549_pre_cluster2078_hg38,yes,2.39,"(-318.2851230785445, 205.32176709554957)",N/A,-0.93,"(-0.10824742002019146, 0.05764113139016777)",N/A
15.736549920658867,149.99999858506,-4.575216034144301,757.9999999929419,-116.86744113617328,6078.00001812304,-764.5721266256762,-0.03177435199407058,0.002575523954128018,-103.15606699159979,EE88168,SAEC_approx_hg38,yes,-1.95,"(-104.07818752838234, 62.04259988512895)",N/A,0.35,"(-0.06776865448309806, -0.00651728756734864)",N/A
-30.930606714979767,149.00000000075096,-289.2312905604612,757.9999999918591,-1041.4577255004192,6078.008350201138,-660.4489940249305,0.30339885311292925,0.032017873875962784,-1368.01189496171,EE88168,hematopoietic_all_hg38,yes,-1.29,"(-1490.6359028018726, -782.2876988968612)",N/A,3.23,"(0.09763350430916581, 0.25351570144580327)",N/A
28.879036099029044,149.99999999998954,-32.877823114963086,757.9999999415627,-66.64762379698503,6078.000006544139,-627.0308129207202,-0.055128672819316216,-0.0009613682388404851,-66.35377204073046,EE88168,A549_post_hg38,yes,0.39,"(-303.50008949567933, 92.4995323675049)",N/A,-1.11,"(-0.08242983880136086, 0.042366913050591246)",N/A
13.404791298834546,149.00000245487317,-12.749087984110668,757.0000000041606,42.77805879598115,6078.893789947766,-536.6957255239302,-0.031979450275238096,-0.0038479495191406704,45.377636339292344,EE88168,hematopoietic_cluster281_hg38,yes,0.98,"(-392.3946598480825, 193.03816512788575)",N/A,-0.9,"(-0.07639333826015618, 0.08791194097540789)",N/A
3.0554753550290483,149.99999987882137,-11.652658470037913,757.9807768609694,-96.49364158189286,6078.941934780106,-665.5189502470083,0.004339248162653464,-0.0004964073458563776,-104.61389095051479,EE88168,mammary_cluster2139_hg38,yes,-0.62,"(-242.12189907500976, 159.5756734919952)",N/A,0.51,"(-0.0581626254005547, 0.041290626763388676)",N/A
8.386401564135598,149.0000000000016,-37.831775505149274,757.0000000131103,65.60717715349045,6078.12115770223,-557.2418401051583,-0.006822965972670935,-0.004163656656991117,37.059309527934275,EE88168,hematopoietic_cluster124_hg38,yes,0.61,"(-350.96554163586967, 242.55186875761547)",N/A,-0.17,"(-0.08610250455824389, 0.08730309802897213)",N/A
